bn	483847215346352128
und	483847627176304640
en	483848017385385984
en	483848107973570561
mr	483848152940695552
und	483848291579203584
sl	483848416964116481
th	483848445803765762
ja	483848781931491328
my	483848822414512128
und	483848851866935296
not_pl	483849067676454912
kn	483849204800835584
pl	483850113174228992
gu	483850264961904640
ml	483850338550951939
ml	483850552346828800
bn	483850658118787073
fi	483850799638786048
und	483850861807144960
und	483850870896197632
ta	483851328385327104
und	483851655415205888
kn	483852166981885952
ru	483852168123133953
ka	483852184900370432
und	483852370904752128
en	483852470100443136
zh-TW	483852591848112128
fa	483852620524568577
und	483852654733303808
ar	483853015410282497
und	483853107432935425
ne	483853378347220992
ko	483853682207764482
und	483854160714940416
uk	483854275635060736
nl	483854824128413696
my	483854987043155969
hy	483855073722654720
ml	483855481681633281
hi	483855642436714496
pl	483855678541684736
hi	483855722850291712
zh-CN	483855992401051648
not_eu	483856080196608000
my	483856140921741312
und	483856312879841281
kn	483856317161811969
hy	483856595018063872
not_ht	483856671757074433
und	483856673069477888
und	483856685837328385
kn	483856753357230081
ro	483856841873842176
und	483856983406419968
ka	483857134569152512
pa	483857243805188099
und	483857442162630656
es	483857522882011137
pa	483857538581274624
ru	483857591886680064
und	483858167210995712
und	483858397776076800
ru	483858685220118528
und	483859167468208128
hy	483859217431146496
en	483859270077665280
not_eu	483859354332823552
ja	483859376369721344
sd	483859894878351361
id	483859998335070208
ar	483860214467162113
si	483860292603232256
gu	483860337653854208
ps	483860380129587200
hy	483860651354636290
ja	483860707444662272
und	483860792433844225
te	483861072483319808
und	483861122613657601
ur	483861416890613760
ta	483861419482677248
gu	483861464193581056
bn	483861705579962370
en	483861707140636672
und	483861829911707648
und	483862472365858816
uk	483862811073081345
ka	483862960356732928
und	483863689410273280
ru	483863821942292480
ps	483864223865257984
km	483864320796033024
km	483864341524283392
th	483864644549754882
bn	483864812573966337
sd	483865035639246848
si	483865137774751745
id	483865306306060288
bn	483865545360826369
und	483865613849206786
gu	483865684229644288
sv	483865713141362688
he	483865791914201089
en	483865826739507201
hi	483866086706655233
und	483866312771256320
zh-TW	483866379808821248
ur	483866469189812224
und	483866563461013505
und	483866602366959616
hi	483866630603014144
ta	483866908299522048
es	483867054794366976
kn	483867444088287232
km	483867544022179840
da	483867698569293826
ml	483867857562775552
te	483868041990529024
ka	483868130045739008
km	483868283746021377
not_ht	483868368030531584
hi-Latn	483868464403054592
id	483868506295775232
gu	483868668112023552
ta	483868867861557248
sr	483868917635362816
lo	483869184493772800
hy	483869301443936256
zh-TW	483869413368934400
kn	483869558134935553
ta	483869713965932546
hy	483869725416767489
te	483869848116932608
my	483870174118821888
sd	483870380827107328
en	483870388968243200
sd	483870396371189760
gu	483870761703071744
hi-Latn	483871015114907649
cs	483871062955147264
und	483871258736463872
ro	483871390328958977
pt	483871556029120512
und	483872063623790592
und	483872349884645376
pa	483872595037929472
gu	483872684070428672
pa	483872856041095168
hy	483873195574181888
ta	483873206378299392
de	483873564245123073
en	483873775885500416
gu	483873794038050816
kn	483873820382883841
gu	483873821179392001
bn	483873839625957376
pa	483873854859657216
ne	483874301007773696
und	483874343366459392
ps	483874595947044864
eu	483874660027990016
und	483874665715089408
pa	483874747286294528
und	483874791871348741
mr	483875298942124032
kn	483875492970233857
km	483875584271863808
el	483875636654522368
und	483875701226237952
not_pl	483876163501060096
und	483876221517037568
ko	483876249513652224
my	483876286268706816
und	483876320200634368
pa	483876407571804160
zh-CN	483876447333777408
de	483876494024769536
en	483876495191195648
ru	483876721117372416
gu	483876732361912320
nl	483876784870801408
ko	483876832186343424
pl	483877004199358464
hy	483877086361157632
pa	483877096364572673
ckb	483877321271545856
te	483877402230005761
en	483877461781135360
ta	483877531741741056
id	483878299005751297
hi	483878655429316608
pa	483878770525233152
sd	483878897532944384
am	483879102034616320
hi	483879368687497216
te	483879389818781696
th	483879520454582272
ne	483879989386149888
am	483879997405671424
nl	483880013243383809
ru	483880128389214208
te	483880286338306048
tr	483880459668312064
en	483880507273248768
hy	483880697040359424
ml	483880803265306624
lo	483880814535401475
am	483881045549654016
en	483881262436712448
kn	483881307156795393
sv	483881373745545216
en	483881450341933056
id	483881603660128256
und	483881703866265601
my	483881870749233152
ur	483882353232986113
ur	483882432731840512
ar	483882456295419904
und	483882595588276224
te	483882887020699648
not_fi	483882907891924992
nl	483883185244471296
pt	483883465285566464
und	483883659595104256
hr	483883661398642689
vi	483883718012981248
ja	483883822350495746
ar	483883922867376130
hr	483884026126946304
lo	483884526779641857
ko	483884529040363520
hi	483884598296711169
ko	483884655435722753
und	483884864433696768
ar	483884904913309696
und	483885352671641600
ar	483885406773993472
he	483885451875745792
ur	483885648592384000
fr	483885693773414400
mr	483885872144584704
ar	483885907280265216
ne	483885909549809664
si	483886174319022080
hy	483886477097828352
hu	483886564268048384
ps	483887210467688448
ru	483887261009084416
te	483887529003741184
bn	483887604450873344
ca	483887738719334400
ml	483887920948862976
fr	483888078109818880
und	483888116093431808
lv	483888416925712384
am	483888529139707904
fr	483888647729840128
sr	483888700464451584
hi	483888763479654400
sv	483888825325064192
ml	483889083328905216
not_de	483889165772144640
he	483889301420138496
ru	483889497923256321
te	483890294191308800
uk	483890467663118338
en	483890530800373760
not_ro	483890541525225472
und	483890869385179136
tr	483891078148288512
und	483891083672166400
my	483891231861121024
th	483891414246244352
de	483891483821359104
it	483891495355691008
ka	483891633105035264
pl	483891648565641217
zh-CN	483891657239044097
hy	483891703607083008
fr	483892996224851968
km	483893229470097408
und	483893259190534144
km	483893325687042048
hr	483893575147868160
he	483893764998852608
pl	483893894468599808
km	483893921743790080
he	483894362753888256
ur	483894435608936448
ka	483894440218869760
lo	483894506228445184
und	483894831773544450
fa	483894947909627904
ja	483895177442885632
und	483895295630004224
es	483895432461160448
sr	483895481979117568
ckb	483895512374865920
sv	483895545577373697
en	483895716151296000
und	483895980299796480
lv	483895990672707584
id	483896048645984256
hi-Latn	483896066970906624
si	483896077062795265
th	483896201066999808
fa	483896268624650240
hy	483896279391412224
hi-Latn	483896289629700097
bn	483896548968128513
und	483896635374575616
ka	483896702701559808
gu	483896737317150720
es	483896861045321728
und	483896876836868096
km	483897510050529280
tr	483897641680785408
de	483897718306512896
ne	483898061408972800
th	483898077917376512
pl	483898168044961792
kn	483898455312433152
uk	483898821991485440
ka	483899073284800512
my	483899120097054721
my	483899290666795009
pt	483899574361530368
und	483899818926800896
lo	483899955946717184
gu	483900275682324480
ko	483900482025299969
und	483900519040053248
und	483900642176425984
und	483900704114089984
tr	483900742777192448
te	483900797155962880
my	483900828198002690
nl	483900941759164416
am	483901033568280576
lv	483901051213709312
hy	483901065574641664
und	483901544505425920
ru	483901625958797312
und	483902081586057216
ta	483902340785635328
kn	483902510814355456
it	483902519501139968
gu	483902527541239808
ml	483902536076648448
fa	483902546332119040
sv	483902692197433344
not_fi	483902693145341952
not_fi	483902774438936576
mr	483902851861983232
mr	483902860187275265
hy	483903194926690304
ta	483903220448632833
bn	483903247413825537
und	483903487554514944
my	483903500007378944
not_sl	483903818686812160
not_nl	483903836445093888
km	483904122761273344
ko	483904124241448961
ur	483904200506499072
not_und	483904342999580672
ml	483904608511619073
bn	483904636588273664
ka	483904869560901632
fa	483905216945733632
lo	483905625751953408
und	483905666734505984
not_eu	483906012588425216
th	483906019731320833
und	483906033459687424
sv	483906119673577472
not_fi	483906329833005056
vi	483906444794687488
nl	483906446938365952
und	483906491716759552
ru	483906588710035456
el	483906617486741505
fr	483906684289822720
id	483906779068514304
ta	483907263493447680
not_lt	483907493802688512
en	483907501268557824
und	483907664473120768
ka	483907826780479488
en	483908145975009281
und	483908153948401664
und	483908179991224320
ka	483908506102554624
zh-TW	483908581419257856
en	483909004478136321
hy	483909331919048705
not_ht	483909464010280960
id	483909526848933888
zh-TW	483909543202533376
zh-CN	483909675729969152
my	483909710056136704
ckb	483909831632617472
kn	483910196272459776
tl	483910235812155392
ckb	483910702433058816
km	483910952564563968
ko	483911043781894144
si	483911055878275072
und	483911057174691841
bs	483911115810697216
hi-Latn	483911195439554560
und	483911539674451969
ja	483911549690474496
te	483911767202885632
lo	483912046262493185
not_lt	483912083956707329
it	483912203394117632
el	483912288538087427
und	483912301842399232
not_lt	483912361682563073
pa	483912389596041216
ml	483912645519499265
fr	483912863514628096
und	483912871940608002
bn	483913120373411841
el	483913282206457856
en	483913436590379008
nl	483913624923426816
kn	483913775305588737
ka	483913868633440256
sr	483914120920436737
hi-Latn	483914133914406913
zh-TW	483914815815954432
lv	483915170738348032
km	483915321405759488
id	483915448166002688
ur	483915523772911616
ru	483915563547508736
und	483916093917265920
th	483916200024342530
gu	483916510398672896
ur	483916925118869504
si	483917235107282944
vi	483917367723163648
not_fr	483917445565255680
und	483917459519336448
lv	483917481804050432
sv	483917501760540672
it	483917517732446208
sl	483917526305619969
en	483918014157291521
si	483918459537870848
fr	483918486293729280
ka	483918710059851777
ru	483918743672999936
km	483918796478898176
not_et	483918800165666817
ka	483918802670080001
lo	483918892440752128
te	483918892763324416
und	483919297467527169
fr	483919582286327808
hy	483919751014805505
id	483919884514889731
pl	483920248807370752
ka	483920355099418624
ar	483920614839697408
zh-CN	483920752115085312
fr	483920762701877248
gu	483921338277847040
si	483921523023937537
und	483921748878827521
und	483921814515879936
und	483921882761031680
gu	483921899018145792
ka	483922031550169088
und	483922210118438912
ne	483922272327970816
lv	483922515711258625
te	483922626344017920
gu	483922986618355712
de	483923089265528832
und	483923239396073472
km	483923382979686401
it	483923384016048128
not_eu	483923528144916481
kn	483923584763457536
he	483923751474446336
fa	483924449855819776
es	483924480390365184
en	483924556034224128
pa	483924643922051072
und	483924758476898304
lo	483924884389519360
uk	483925199721861121
he	483925203538292736
ru	483925224295903232
gu	483925225952645121
id	483925228741877760
km	483925348607094784
und	483925576814583808
pt	483925655676280833
und	483925731139784704
not_vi	483925816695599104
ka	483925931027755008
und	483925947671130112
ckb	483926283315736577
te	483926554439716864
hi-Latn	483926697171898369
am	483927124169207808
mr	483927133455400961
am	483927579712167936
uk	483928104155369472
de	483928187307433985
ur	483928584352825344
si	483928897965129730
si	483929288144470017
not_und	483929511751200769
pa	483929610065698816
hi	483929618391388160
und	483929712008232961
zh-CN	483929793918816256
he	483929868891979777
not_und	483930052707352576
el	483930383860264960
pa	483930576794050561
fa	483930867073433600
ru	483931013706706944
zh-CN	483931860959887360
ka	483932071245922304
tr	483932091667984384
und	483932117588787200
hi	483932208810704896
kn	483932376167632896
fr	483932426826424321
gu	483932504894627840
und	483932525681594369
ru	483932588214845443
ja	483932780414263296
not_und	483933081901228032
el	483933248066555906
ca	483933403847610368
und	483933485888176128
vi	483933559292702720
ja	483933754843336705
und	483933858212352000
bn	483933897978544129
tl	483933950159503361
he	483934681784537088
hy	483934737728565248
th	483934741381406720
tl	483934883199205376
pl	483935072186531840
en	483935312465240065
th	483935425963126784
bn	483935611343368193
ckb	483935806902370305
ka	483935982127824896
not_sr	483936095210848256
ml	483936503102316544
not_fi	483936507905191937
not_fi	483936568273821699
my	483936848017100801
si	483936857193844737
ml	483937129077018624
th	483937417582239745
ja	483937462880710656
hy	483937524575129600
te	483937584721428480
tl	483937662911254528
hi-Latn	483937691751292928
not_fi	483937933305466881
und	483937934316298240
tl	483938272138121216
und	483938525440913410
lo	483938534374400001
hy	483938637973708800
hi	483938660606570497
hi-Latn	483938874218270720
hi	483939167626203136
th	483939171484958720
vi	483939330407161856
nl	483939363177656320
hu	483939537694240768
my	483939722851778560
und	483939902053421056
sv	483940209042915328
gu	483940262041751553
hi-Latn	483940832786280448
lv	483940893054218240
kn	483941029306183680
th	483941063258689536
sr	483941288195395585
km	483941336199213056
ko	483941350010662912
id	483941521729679360
fr	483941648771338240
und	483941906188357632
am	483941999721345024
pa	483942240700477440
und	483942578790748160
not_eu	483942613691535361
sv	483942706570592256
pa	483942718188433408
tl	483942943040880640
pa	483942943666216960
ca	483943188114468864
not_sl	483943266539171840
ne	483943420088446976
zh-CN	483943777396981760
id	483943859806695424
sr	483943989721436160
fa	483944002123993088
ja	483944162941607936
ml	483944446442995712
und	483944571051589632
und	483944601187651584
ko	483944806813429760
ml	483944891404132352
und	483945078100992000
und	483945186830352385
not_bg	483945289297182720
und	483945353788416000
it	483945454993158144
und	483945456418816001
te	483945525486436353
not_sl	483945647905968128
gu	483945650363461632
ur	483945684962664448
ar	483945833407082497
und	483945845386014720
und	483946086617190401
ne	483946233027768320
ml	483946502662807552
lo	483946821325037569
lv	483946852958863360
ja	483947054431862785
gu	483947248623951872
ja	483947383852527616
tl	483947405184745472
hi	483947525393883136
ps	483947660999938048
vi	483947839102664705
und	483947973832101890
ko	483947995335892993
und	483948074134298624
not_lt	483948134318342145
ja	483948303181033472
ta	483948443413397504
el	483948458592980992
my	483948479736471553
gu	483949150770180096
en	483949203630989312
hi-Latn	483949258366668800
sd	483949319016693760
tl	483949334233223170
vi	483949382740758528
und	483949436410675200
hi	483949538214825984
pa	483949572801056769
hy	483949593600987136
ka	483949650433830913
km	483949826808115201
th	483949931535671296
not_pl	483950023873687552
fr	483950082707161088
ka	483950087416979456
mr	483950100071206912
fa	483950108828917761
zh-CN	483950368846401536
tl	483950465164378112
und	483950588871204864
th	483950750821662720
fa	483950879104458752
hy	483951046520475649
und	483951088056270848
gu	483951267249537025
km	483951289898762240
und	483951525283524609
pl	483952047721820160
gu	483952096811573248
und	483952106194210816
ko	483952143905206273
te	483952505227730947
und	483952532205486081
ckb	483952560202477568
und	483952795713011712
und	483952840583311360
pa	483953107286499330
und	483953348769751041
ta	483953564302061568
el	483953702831529986
sv	483953969702924288
pl	483953977613385728
es	483954220224487424
te	483954342974599168
th	483954393880875008
it	483954663469768704
zh-TW	483954737671573504
el	483954756197826560
kn	483954764573466624
ar	483954826200350720
not_sr	483954923697373184
kn	483955195995762688
ru	483955212009611264
hi-Latn	483955354972073984
bs	483955431011020800
de	483955436778164224
zh-TW	483955439680249858
und	483955561382572032
hy	483955677107597312
ka	483955801112182784
da	483956541411057664
th	483956989131624450
pa	483957077510201344
ml	483957148720717827
gu	483957158107549696
km	483957181952589824
not_no	483957204140044291
gu	483957556704849920
und	483957570256642048
fi	483957691757654016
my	483957869243805696
lv	483958065109409792
ne	483958171426639872
ckb	483958214191775744
not_sl	483958217312329729
zh-TW	483958276539699202
zh-CN	483958374120173568
hy	483958399768748032
gu	483958435440902146
zh-CN	483958532035735552
vi	483958625048612864
und	483958689091432448
mr	483959010760986624
si	483959034228518912
ta	483959085982040064
nl	483959157713043456
en	483959159805579265
tl	483959268425469952
ru	483959397753057280
und	483959555030654976
it	483959569451061248
ja	483959954835906561
de	483960318406979585
te	483960429207502848
he	483960439659716609
vi	483960716731641856
zh-CN	483960798117523456
tr	483960824437153793
hi	483960871203250176
und	483961055677534209
my	483961155304816640
uk	483961276574760960
gu	483961412394291201
ja	483961482250432512
und	483961777244213248
ckb	483962016839630849
und	483962122032803840
not_sk	483962157907079169
hy	483962501915475968
ru	483962526666072064
gu	483962740558426113
kn	483962744983408642
km	483962905134911488
mr	483962977637265408
th	483963286325436416
kn	483963701989748736
uk	483963709942136833
gu	483963720914042880
ja	483963735405375488
sv	483964128168386560
not_et	483964342833274880
und	483964475934920704
et	483964741556387841
fa	483964845830971392
en	483964889845596160
ar	483964900541071360
ps	483965033366691840
nl	483965154758234112
nl	483965173057609729
und	483965243731628033
de	483965257271218176
und	483965318692225024
und	483965397193216000
not_chr	483965518815064064
ro	483965729524297728
ar	483965820981100544
th	483965949016428545
und	483966101618176000
und	483966103040065536
und	483966207448846338
hi-Latn	483966258187345920
da	483966334729211904
mr	483966382128627712
en	483966576157155329
und	483966660630814720
te	483966779060785152
tl	483966969742241792
my	483966988054573056
te	483967115695644672
pa	483967136688119808
und	483967220460957696
ckb	483967295006314497
hi	483967427516960769
not_et	483967907492552704
tl	483968023078793216
uk	483968105014890496
km	483968240990031872
not_ca	483968382299959296
kn	483968742712303616
ko	483968745618948096
sr	483969078085058560
not_eu	483969301154516992
lo	483969378296135681
mr	483969408604196865
km	483969601982590977
und	483969611072045056
zh-CN	483969700116717568
my	483969746929348608
mr	483969880564039681
kn	483969910364590080
ko	483969910607863808
sr	483970249747095552
he	483970280558034944
und	483970292713136128
und	483970414688100352
uk	483970605197557760
lv	483970610704699394
pl	483970720842940416
und	483970779605110784
ml	483970784004939776
ar	483970987822555136
und	483971062917783552
fa	483971531693756417
kn	483971732467113984
lt	483971770970808320
und	483971903355232256
hy	483971942668849152
kn	483972453081686016
ur	483972859510153216
und	483972899640848384
te	483972943559811072
zh-TW	483973307692515330
th	483973466513616896
fr	483973695258783744
kn	483973698157023233
ru	483973826402078720
ja	483973997873225728
und	483974085953585152
ru	483974230833643521
mr	483974445208707072
vi	483974493967486976
und	483974593980276737
vi	483974923216756736
zh-CN	483974989767385088
my	483975428290658304
not_eu	483975641545850880
hy	483975641969491968
und	483975852187996161
und	483976051287400448
hy	483976128496160769
fr	483976135391592448
und	483976160116617216
ko	483976197395595264
mr	483976246221496322
vi	483976454112571392
bn	483976760862978048
und	483976917993787392
ms	483977189486915585
si	483977217550995456
und	483977339294842880
zh-TW	483977466495508481
ja	483977471331557376
ur	483977509458161664
und	483977628294979584
zh-TW	483977686872625152
fa	483978117003104256
si	483978417537581056
hi-Latn	483978433064472576
tr	483978522521001984
not_fi	483978619207704576
sd	483978702074572801
und	483978709335285760
ur	483979045554487296
am	483979309569568768
ur	483979336265904130
und	483979547051048961
ps	483979809475665922
te	483979864081326080
my	483979875301093376
bn	483980247436902400
gu	483980368065081344
und	483980459534462978
tl	483980543143342081
und	483980558176112640
cs	483980596306116608
zh-CN	483980866037616641
ckb	483980983113224192
und	483981210364829696
ne	483981459204866048
und	483981681041215488
ka	483981708958523393
sv	483982153911259137
ja	483982200400908289
he	483982213017399297
und	483982808969670656
ckb	483982983469469696
lv	483983018647126016
en	483983166688882689
not_sr	483983197949415424
kn	483983216966393857
bn	483983407530004480
hr	483983723659264001
und	483983738800312320
de	483983925308825601
si	483983969978167297
fr	483984229727219712
id	483984264698945536
en	483984284525395968
en	483984396421464064
hy	483984480135151616
am	483984582644355073
th	483984738600755200
ja	483984827834593283
und	483985202671128576
zh-TW	483985506342940672
en	483985749931728897
ru	483985912649375744
ru	483985997160386560
und	483986125661278208
ar	483986240505536512
ur	483986553987801088
no	483986599299284992
am	483986648644874240
not_ht	483987217958719489
en	483987333872492544
und	483987869376466944
und	483988000435875840
und	483988382893105152
und	483988410924036096
zh-TW	483988483216666625
ca	483988685361516544
km	483988737911554048
ne	483989147757981697
ko	483989262686113792
km	483989348451631104
ko	483989492097744896
zh-TW	483989625518571520
ml	483989747329941504
ur	483989786051362818
hi	483989956361474048
te	483990048057327616
tr	483990208464289792
el	483990222670032896
si	483990598391590913
gu	483990759557718016
zh-CN	483990762116247554
und	483990770077417472
th	483990781523267584
km	483991236970151937
es	483991628429139969
zh-TW	483991744963309569
und	483991817365364739
not_ht	483991823023890432
hy	483991852979220483
lo	483992014497660928
und	483992231460610048
pl	483992369747230720
pa	483992376981987328
it	483992400709570560
zh-CN	483992637947408384
und	483992660391124992
te	483992679391297536
not_ht	483992957683793920
und	483993065783193600
ps	483993144912924672
ne	483993530759512065
hi	483993684485349376
am	483993888227852288
ja	483994015524601856
ml	483994114594443264
en	483994189466988544
th	483994421038313473
bn	483994739923251200
da	483994946773725184
ru	483995051484540929
fa	483995211551342593
not_sl	483995420947779584
si	483995765350871041
und	483995993680400384
und	483996137922121728
th	483996296533929984
und	483996331858726913
kn	483996375760121859
ur	483996387236126720
si	483996567032967168
ml	483996693222797312
nl	483996856029302784
hy	483997013244379136
hi-Latn	483997087949152256
mr	483997245927591936
ja	483997438122786817
lo	483997446142689280
pa	483997549133852673
ta	483997554665734144
mr	483997620302794752
hi	483997711575052289
ca	483997746274533376
und	483998032095363072
hy	483998104710946816
km	483998123547959296
gu	483998153683644417
ja	483998341328433152
fi	483998512481202177
und	483998538842779648
bn	483998610342694912
ru	483998629544620032
vi	483999090376581120
und	483999164221489152
ja	483999612097662977
und	483999622080516096
pa	484000105457278977
und	484000310348619777
und	484000322759577600
und	484000463537205248
sd	484000551332347904
id	484001147469197313
und	484001288317714433
ps	484001327274807296
en	484001644699328512
hi	484001792939032576
und	484002044324225024
not_fi	484002351942864896
